network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2.43.242.0/23,3173576,3175395,,0,0,23807,45.7177,9.4329,500
2.43.244.0/23,3173435,3175395,,0,0,20157,45.4667,9.2000,100
2.43.246.0/24,3173435,3175395,,0,0,20157,45.4667,9.2000,100
2.43.247.0/24,3176505,3175395,,0,0,15043,44.9630,8.4281,100
2.43.248.0/23,3165524,3175395,,0,0,10147,45.0500,7.6667,100
2.43.250.0/24,3176219,3175395,,0,0,16100,44.4167,8.9500,100
2.43.251.0/24,3165524,3175395,,0,0,10147,45.0500,7.6667,100
2.43.252.0/22,3173435,3175395,,0,0,20128,45.4643,9.1895,200
2.44.0.0/22,3178125,3175395,,0,0,20011,45.4472,8.9311,20
2.44.4.0/23,3178125,3175395,,0,0,20011,45.4472,8.9311,20
2.44.6.0/24,3178125,3175395,,0,0,20011,45.4472,8.9311,20
2.44.7.0/24,3172502,3175395,,0,0,20086,45.2877,8.9925,20
2.44.8.0/21,3178125,3175395,,0,0,20011,45.4472,8.9311,20
2.44.16.0/21,3173435,3175395,,0,0,20157,45.4667,9.2000,20
2.44.24.0/22,9031679,3175395,,0,0,20068,45.4333,9.3333,20
2.44.28.0/22,3165524,3175395,,0,0,10147,45.0500,7.6667,100
2.44.32.0/21,3174921,3175395,,0,0,20025,45.6000,8.9000,20
2.44.40.0/22,6534247,3175395,,0,0,20843,45.6887,9.2245,20
2.44.44.0/24,3182361,3175395,,0,0,20010,45.4667,8.9833,20
2.44.45.0/24,3174921,3175395,,0,0,20025,45.6000,8.9000,20
2.44.46.0/23,3176391,3175395,,0,0,21013,45.6602,8.7916,50
2.44.48.0/22,6535767,3175395,,0,0,20082,45.3591,9.0521,200
2.44.52.0/23,3174945,3175395,,0,0,23900,45.8559,9.3970,50
2.44.54.0/24,3181668,3175395,,0,0,24040,45.6333,9.5000,50
2.44.55.0/24,3183347,3175395,,0,0,22100,45.7833,9.1167,50
2.44.56.0/24,3174295,3175395,,0,0,20013,45.4646,8.8845,10
2.44.57.0/24,3179027,3175395,,0,0,20023,45.5781,8.9826,10
2.44.58.0/23,3174295,3175395,,0,0,20013,45.4646,8.8845,10
2.44.60.0/22,3179440,3175395,,0,0,25014,45.4671,10.2656,50
2.44.64.0/23,3183466,3175395,,0,0,45011,45.0544,12.0560,100
2.44.66.0/23,3164603,3175395,,0,0,30125,45.4386,12.3267,200
2.44.68.0/22,3164527,3175395,,0,0,37135,45.4500,11.0000,100
2.44.72.0/21,3171338,3175395,,0,0,32034,46.0333,11.8833,100
2.44.80.0/22,3164527,3175395,,0,0,37135,45.4500,11.0000,20
2.44.84.0/23,3164527,3175395,,0,0,37135,45.4500,11.0000,20
2.44.86.0/24,3169070,3175395,,0,0,00122,41.9036,12.4734,20
2.44.87.0/24,3164527,3175395,,0,0,37135,45.4500,11.0000,20
2.44.88.0/22,3181928,3175395,,0,0,40100,44.4833,11.3333,1
2.44.92.0/22,3165524,3175395,,0,0,10147,45.0500,7.6667,1
2.44.96.0/23,3178263,3175395,,0,0,43052,44.9257,10.3736,50
2.44.98.0/23,3182184,3175395,,0,0,41026,44.3667,10.8667,50
2.44.100.0/22,3167648,3175395,,0,0,40019,44.6602,11.1329,20
2.44.104.0/21,3164342,3175395,,0,0,41058,44.4838,11.0110,200
2.44.112.0/20,3177090,3175395,,0,0,44100,44.8333,11.5833,100
2.44.128.0/21,2523920,3175395,,0,0,90100,38.1167,13.3667,200
2.44.136.0/22,3174953,3175395,,0,0,73100,40.4276,18.2437,100
2.44.140.0/22,3182351,3175395,,0,0,70100,41.1115,16.8554,50
2.44.144.0/20,2523920,3175395,,0,0,90100,38.1167,13.3667,100
2.44.160.0/24,2524955,3175395,,0,0,97013,36.9489,14.6073,100
2.44.161.0/24,2523693,3175395,,0,0,97016,36.7303,14.8467,100
2.44.162.0/23,2523693,3175395,,0,0,97016,36.7303,14.8467,100
2.44.164.0/22,2523693,3175395,,0,0,97016,36.7303,14.8467,100
2.44.168.0/21,3180619,3175395,,0,0,66040,42.0667,14.3167,500
2.44.176.0/22,3167561,3175395,,0,0,81055,41.0816,14.2534,50
2.44.180.0/23,3172227,3175395,,0,0,80035,40.9167,14.5500,20
2.44.182.0/24,3172227,3175395,,0,0,80035,40.9167,14.5500,20
2.44.183.0/24,3176125,3175395,,0,0,84095,40.7333,14.9333,20
2.44.184.0/21,3172394,3175395,,0,0,80127,40.8333,14.2500,50
2.44.192.0/24,3171737,3175395,,0,0,20037,45.5690,9.1648,10
2.44.193.0/24,3166574,3175395,,0,0,20822,45.6500,9.1500,10
2.44.194.0/24,3180758,3175395,,0,0,22063,45.7333,9.1333,20
2.44.195.0/24,3173435,3175395,,0,0,20157,45.4667,9.2000,20
2.44.196.0/23,3177664,3175395,,0,0,20095,45.5519,9.1837,1
2.44.198.0/23,3173435,3175395,,0,0,20157,45.4667,9.2000,20
2.44.200.0/23,6534226,3175395,,0,0,20090,45.4089,9.1256,20
2.44.202.0/23,3166753,3175395,,0,0,20030,45.5756,9.1262,10
2.44.204.0/22,3173435,3175395,,0,0,20157,45.4667,9.2000,10
2.44.208.0/21,3174295,3175395,,0,0,20013,45.4646,8.8845,500
2.44.216.0/23,3177664,3175395,,0,0,20095,45.5519,9.1837,50
2.44.218.0/23,6535355,3175395,,0,0,23888,45.7373,9.3670,50
2.44.220.0/22,3179570,3175395,,0,0,46014,45.1504,10.6488,50
2.44.224.0/20,3169070,3175395,,0,0,00122,41.9036,12.4734,100
2.44.240.0/23,3177300,3175395,,0,0,48018,44.2918,11.9071,200
2.44.242.0/23,2525473,3175395,,0,0,09122,39.2305,9.1192,200
2.44.244.0/23,3180902,3175395,,0,0,52044,43.2667,11.9667,200
2.44.246.0/24,3173008,3175395,,0,0,55015,43.8522,10.6674,200
2.44.247.0/24,3179687,3175395,,0,0,56022,43.7037,10.7463,200
2.44.248.0/21,3179687,3175395,,0,0,56022,43.7037,10.7463,200
2.45.0.0/16,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.0.0/23,3169070,3175395,,0,0,00122,41.9036,12.4734,500
2.46.2.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.4.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.8.0/23,3168931,3175395,,0,0,57016,43.4203,10.4421,100
2.46.10.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.12.0/22,8949626,3175395,,0,0,06023,43.2323,12.7489,500
2.46.16.0/23,3169070,3175395,,0,0,00122,41.9036,12.4734,200
2.46.18.0/23,2524170,3175395,,0,0,98100,38.1833,15.5667,200
2.46.20.0/22,3169070,3175395,,0,0,00122,41.9036,12.4734,200
2.46.24.0/23,3169070,3175395,,0,0,00122,41.9036,12.4734,200
2.46.26.0/24,3176059,3175395,,0,0,80014,40.9285,14.2020,200
2.46.27.0/24,3169921,3175395,,0,0,59100,43.8833,11.1000,200
2.46.28.0/22,3169070,3175395,,0,0,00122,41.9036,12.4734,200
2.46.32.0/21,3176515,3175395,,0,0,03100,41.6398,13.3411,500
2.46.40.0/23,3169070,3175395,,0,0,00137,41.8919,12.5113,500
2.46.42.0/23,3172394,3175395,,0,0,80127,40.8333,14.2500,500
2.46.44.0/22,3172394,3175395,,0,0,80127,40.8333,14.2500,500
2.46.48.0/22,3172394,3175395,,0,0,80127,40.8333,14.2500,500
2.46.52.0/22,3179661,3175395,,0,0,80053,40.7021,14.4869,500
2.46.56.0/22,3173614,3175395,,0,0,80017,40.9195,14.2310,500
2.46.60.0/23,3173614,3175395,,0,0,80017,40.9195,14.2310,500
2.46.62.0/24,3179713,3175395,,0,0,40022,44.2135,11.5041,500
2.46.63.0/24,3173614,3175395,,0,0,80017,40.9195,14.2310,500
2.46.64.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.66.0/23,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.68.0/22,3169070,3175395,,0,0,00128,41.7524,12.4372,200
2.46.72.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.74.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.75.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.76.0/23,2525701,3175395,,0,0,98030,37.9794,15.2403,500
2.46.78.0/23,3181411,3175395,,0,0,84032,40.2667,15.6167,100
2.46.80.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.82.0/24,2523665,3175395,,0,0,09045,39.2419,9.1839,50
2.46.83.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.84.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.88.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.89.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.90.0/23,3182884,3175395,,0,0,52100,43.4167,11.8833,100
2.46.92.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.96.0/22,3168673,3175395,,0,0,84100,40.6833,14.7833,200
2.46.100.0/23,3175217,3175395,,0,0,07024,41.2142,9.4083,10
2.46.102.0/23,3172394,3175395,,0,0,80127,40.8333,14.2500,200
2.46.104.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.105.0/24,3179235,3175395,,0,0,57023,43.3062,10.5173,100
2.46.106.0/23,3180991,3175395,,0,0,86100,41.5595,14.6674,200
2.46.108.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.109.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.110.0/23,3170335,3175395,,0,0,80045,40.7479,14.4907,200
2.46.112.0/24,3181853,3175395,,0,0,73026,40.2411,18.3766,200
2.46.113.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.114.0/23,3175156,3175395,,0,0,00075,41.6730,12.6940,500
2.46.116.0/24,3169070,3175395,,0,0,00122,41.9036,12.4734,500
2.46.117.0/24,3176097,3175395,,0,0,74013,40.5769,16.7565,500
2.46.118.0/23,3176097,3175395,,0,0,74013,40.5769,16.7565,500
2.46.120.0/22,3169070,3175395,,0,0,00137,41.8919,12.5113,200
2.46.124.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.128.0/23,3183005,3175395,,0,0,00042,41.4526,12.6216,200
2.46.130.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.132.0/23,2523998,3175395,,0,0,96017,36.8833,15.0667,500
2.46.134.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.136.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.140.0/22,3183356,3175395,,0,0,00041,41.7275,12.6590,500
2.46.144.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.146.0/24,2525523,3175395,,0,0,87100,39.2709,16.3039,200
2.46.147.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.148.0/23,3170073,3175395,,0,0,63822,43.1778,13.7941,200
2.46.150.0/24,3172394,3175395,,0,0,80127,40.8333,14.2500,1
2.46.151.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.152.0/22,3169070,3175395,,0,0,00122,41.9036,12.4734,500
2.46.156.0/22,3172394,3175395,,0,0,80127,40.8333,14.2500,200
2.46.160.0/22,3172394,3175395,,0,0,80127,40.8333,14.2500,500
2.46.164.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.165.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.166.0/23,3169070,3175395,,0,0,00122,41.9036,12.4734,500
2.46.168.0/22,3169070,3175395,,0,0,00122,41.9036,12.4734,500
2.46.172.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.173.0/24,3172629,3175395,,0,0,20900,45.5801,9.2725,10
2.46.174.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.176.0/21,3169070,3175395,,0,0,00122,41.9036,12.4734,500
2.46.184.0/21,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.192.0/22,3179243,3175395,,0,0,03023,41.5724,13.3290,500
2.46.196.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.197.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.198.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.200.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.201.0/24,3181001,3175395,,0,0,64012,42.7268,13.6869,20
2.46.202.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.204.0/22,3182933,3175395,,0,0,64043,42.5500,13.4500,500
2.46.208.0/24,3175061,3175395,,0,0,72022,40.5505,17.7186,1000
2.46.209.0/24,3166824,3175395,,0,0,07035,40.8528,8.8167,1000
2.46.210.0/23,3169070,3175395,,0,0,00122,41.9036,12.4734,1
2.46.212.0/22,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.216.0/23,3176059,3175395,,0,0,80014,40.9285,14.2020,200
2.46.218.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.220.0/23,3168096,3175395,,0,0,83050,40.9667,14.9667,500
2.46.222.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.224.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.226.0/23,3182179,3175395,,0,0,82100,41.1307,14.7782,200
2.46.228.0/23,3166623,3175395,,0,0,03010,41.8500,13.0833,500
2.46.230.0/23,2525473,3175395,,0,0,09126,39.2305,9.1192,500
2.46.232.0/22,3183089,3175395,,0,0,60122,43.5942,13.5034,200
2.46.236.0/23,3183089,3175395,,0,0,60122,43.5942,13.5034,200
2.46.238.0/24,3172394,3175395,,0,0,80127,40.8333,14.2500,200
2.46.239.0/24,3183089,3175395,,0,0,60122,43.5942,13.5034,200
2.46.240.0/22,3175061,3175395,,0,0,72022,40.5505,17.7186,500
2.46.244.0/24,3175395,3175395,,0,0,,43.1479,12.1097,1000
2.46.245.0/24,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.246.0/23,3175395,3175395,,0,0,,43.1479,12.1097,500
2.46.248.0/21,3175395,3175395,,0,0,,43.1479,12.1097,500
2.47.0.0/20,3181554,3175395,,0,0,25100,45.5500,10.2500,100
2.47.16.0/20,3173949,3175395,,0,0,22066,45.6965,9.1818,200
2.47.32.0/20,3181928,3175395,,0,0,40100,44.4833,11.3333,200
2.47.48.0/21,6534215,3175395,,0,0,25081,45.5104,10.4233,200
2.47.56.0/23,6534215,3175395,,0,0,25081,45.5104,10.4233,200
2.47.58.0/23,3173435,3175395,,0,0,20157,45.4667,9.2000,200
2.47.60.0/22,6534215,3175395,,0,0,25081,45.5104,10.4233,200
2.47.64.0/22,3172629,3175395,,0,0,20900,45.5801,9.2725,50
2.47.68.0/22,3171366,3175395,,0,0,27100,45.2062,9.1926,50
2.47.72.0/21,3171366,3175395,,0,0,27100,45.2062,9.1926,50
2.47.80.0/21,3173435,3175395,,0,0,20157,45.4667,9.2000,100
2.47.88.0/22,3173435,3175395,,0,0,20157,45.4667,9.2000,100
2.47.92.0/23,3165524,3175395,,0,0,10147,45.0500,7.6667,100
2.47.94.0/23,3179911,3175395,,0,0,10072,45.1746,7.6429,100
2.47.96.0/21,3165524,3175395,,0,0,10147,45.0500,7.6667,100
2.47.104.0/22,3165524,3175395,,0,0,10147,45.0500,7.6667,100
2.47.108.0/22,3172189,3175395,,0,0,28100,45.4667,8.6333,100
2.47.112.0/20,3163894,3175395,,0,0,26839,45.4117,9.4317,100
2.47.128.0/17,3175395,3175395,,0,0,,43.1479,12.1097,500
2.48.0.0/21,290557,290557,,0,0,,24.0000,54.0000,50
2.48.8.0/23,290557,290557,,0,0,,24.0000,54.0000,1000
2.48.10.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.48.12.0/22,290557,290557,,0,0,,24.0000,54.0000,50
2.48.16.0/20,290557,290557,,0,0,,24.0000,54.0000,50
2.48.32.0/21,292223,290557,,0,0,,25.2639,55.3081,10
2.48.40.0/21,292223,290557,,0,0,,25.2639,55.3081,1
2.48.48.0/20,292223,290557,,0,0,,25.2639,55.3081,1
2.48.64.0/21,292223,290557,,0,0,,25.2639,55.3081,20
2.48.72.0/22,292223,290557,,0,0,,25.2639,55.3081,20
2.48.76.0/23,292223,290557,,0,0,,25.2639,55.3081,20
2.48.78.0/23,292968,290557,,0,0,,24.4667,54.3667,20
2.48.80.0/20,292223,290557,,0,0,,25.2639,55.3081,20
2.48.96.0/20,290557,290557,,0,0,,24.0000,54.0000,50
2.48.112.0/21,290557,290557,,0,0,,24.0000,54.0000,50
2.48.120.0/23,292223,290557,,0,0,,25.2639,55.3081,100
2.48.122.0/24,290557,290557,,0,0,,24.0000,54.0000,50
2.48.123.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.48.124.0/23,292223,290557,,0,0,,25.2639,55.3081,100
2.48.126.0/23,292672,290557,,0,0,,25.3573,55.4033,100
2.48.128.0/21,292223,290557,,0,0,,25.2639,55.3081,100
2.48.136.0/24,292223,290557,,0,0,,25.2639,55.3081,100
2.48.137.0/24,291074,290557,,0,0,,25.7895,55.9432,100
2.48.138.0/24,292223,290557,,0,0,,25.2639,55.3081,100
2.48.139.0/24,291074,290557,,0,0,,25.7895,55.9432,100
2.48.140.0/22,292223,290557,,0,0,,25.2639,55.3081,10
2.48.144.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.48.145.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.48.146.0/23,292223,290557,,0,0,,25.2639,55.3081,10
2.48.148.0/23,292672,290557,,0,0,,25.3573,55.4033,10
2.48.150.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.48.151.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.48.152.0/22,292223,290557,,0,0,,25.2639,55.3081,10
2.48.156.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.48.157.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.48.158.0/23,292223,290557,,0,0,,25.2639,55.3081,10
2.48.160.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.48.161.0/24,290557,290557,,0,0,,24.0000,54.0000,50
2.48.162.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.48.164.0/22,290557,290557,,0,0,,24.0000,54.0000,50
2.48.168.0/21,290557,290557,,0,0,,24.0000,54.0000,50
2.48.176.0/22,292223,290557,,0,0,,25.2639,55.3081,100
2.48.180.0/23,292223,290557,,0,0,,25.2639,55.3081,100
2.48.182.0/24,292223,290557,,0,0,,25.2639,55.3081,1000
2.48.183.0/24,292223,290557,,0,0,,25.2639,55.3081,100
2.48.184.0/22,292223,290557,,0,0,,25.2639,55.3081,10
2.48.188.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.48.189.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.48.190.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.48.192.0/18,290557,290557,,0,0,,24.0000,54.0000,50
2.49.0.0/21,292223,290557,,0,0,,25.2639,55.3081,1
2.49.8.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.10.0/23,292261,290557,,0,0,,25.2731,55.3064,1
2.49.12.0/23,292261,290557,,0,0,,25.2731,55.3064,1
2.49.14.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.16.0/20,292223,290557,,0,0,,25.2639,55.3081,1
2.49.32.0/20,292223,290557,,0,0,,25.2639,55.3081,1
2.49.48.0/23,292913,290557,,0,0,,24.1917,55.7606,1
2.49.50.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.52.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.49.56.0/21,292223,290557,,0,0,,25.2639,55.3081,1
2.49.64.0/19,292223,290557,,0,0,,25.2639,55.3081,1
2.49.96.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.49.97.0/24,292672,290557,,0,0,,25.3573,55.4033,1
2.49.98.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.100.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.49.104.0/21,292223,290557,,0,0,,25.2639,55.3081,1
2.49.112.0/20,292223,290557,,0,0,,25.2639,55.3081,1
2.49.128.0/21,292968,290557,,0,0,,24.4667,54.3667,1
2.49.136.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.49.138.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.139.0/24,292968,290557,,0,0,,24.4667,54.3667,100
2.49.140.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.49.142.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.49.143.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.144.0/24,292968,290557,,0,0,,24.4667,54.3667,1000
2.49.145.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.146.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.148.0/22,292913,290557,,0,0,,24.1917,55.7606,1
2.49.152.0/21,292968,290557,,0,0,,24.4667,54.3667,1
2.49.160.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.49.162.0/23,292968,290557,,0,0,,24.4667,54.3667,100
2.49.164.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.49.165.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.166.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.49.168.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.169.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.49.170.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.49.172.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.173.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.49.174.0/24,292968,290557,,0,0,,24.4667,54.3667,1
2.49.175.0/25,292968,290557,,0,0,,24.4667,54.3667,1
2.49.175.128/25,290557,290557,,0,0,,24.0000,54.0000,1000
2.49.176.0/23,292968,290557,,0,0,,24.4667,54.3667,100
2.49.178.0/23,292913,290557,,0,0,,24.1917,55.7606,1
2.49.180.0/23,292913,290557,,0,0,,24.1917,55.7606,1
2.49.182.0/24,292913,290557,,0,0,,24.1917,55.7606,1
2.49.183.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.49.184.0/21,292968,290557,,0,0,,24.4667,54.3667,1
2.49.192.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.49.193.0/24,292672,290557,,0,0,,25.3573,55.4033,1
2.49.194.0/23,292672,290557,,0,0,,25.3573,55.4033,1
2.49.196.0/22,292672,290557,,0,0,,25.3573,55.4033,1
2.49.200.0/23,292672,290557,,0,0,,25.3573,55.4033,1
2.49.202.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.204.0/25,292223,290557,,0,0,,25.2639,55.3081,10
2.49.204.128/25,292672,290557,,0,0,,25.3573,55.4033,1
2.49.205.0/24,292672,290557,,0,0,,25.3573,55.4033,1
2.49.206.0/23,292672,290557,,0,0,,25.3573,55.4033,1
2.49.208.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.49.209.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.49.210.0/23,292223,290557,,0,0,,25.2639,55.3081,10
2.49.212.0/23,292672,290557,,0,0,,25.3573,55.4033,1
2.49.214.0/24,292261,290557,,0,0,,25.2731,55.3064,1
2.49.215.0/24,292672,290557,,0,0,,25.3573,55.4033,1
2.49.216.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.49.217.0/24,292672,290557,,0,0,,25.3573,55.4033,1
2.49.218.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.220.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.49.221.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.49.222.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.49.223.0/24,292672,290557,,0,0,,25.3573,55.4033,1
2.49.224.0/22,292932,290557,,0,0,,25.4111,55.4350,1
2.49.228.0/23,292223,290557,,0,0,,25.2639,55.3081,20
2.49.230.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.232.0/22,292672,290557,,0,0,,25.3573,55.4033,10
2.49.236.0/23,292223,290557,,0,0,,25.2639,55.3081,10
2.49.238.0/23,292223,290557,,0,0,,25.2639,55.3081,5
2.49.240.0/22,292932,290557,,0,0,,25.4111,55.4350,200
2.49.244.0/24,292672,290557,,0,0,,25.3573,55.4033,20
2.49.245.0/24,292223,290557,,0,0,,25.2639,55.3081,20
2.49.246.0/24,292932,290557,,0,0,,25.4111,55.4350,20
2.49.247.0/24,292223,290557,,0,0,,25.2639,55.3081,20
2.49.248.0/23,292932,290557,,0,0,,25.4111,55.4350,20
2.49.250.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.49.252.0/24,292932,290557,,0,0,,25.4111,55.4350,5
2.49.253.0/24,292223,290557,,0,0,,25.2639,55.3081,20
2.49.254.0/23,292672,290557,,0,0,,25.3573,55.4033,10
2.50.0.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.2.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.50.3.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.50.4.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.50.8.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.50.12.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.14.0/25,290557,290557,,0,0,,24.0000,54.0000,1000
2.50.14.128/25,292223,290557,,0,0,,25.2639,55.3081,1
2.50.15.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.50.16.0/22,292968,290557,,0,0,,24.4667,54.3667,1
2.50.20.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.22.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.50.23.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.50.24.0/21,292223,290557,,0,0,,25.2639,55.3081,1
2.50.32.0/25,292672,290557,,0,0,,25.3573,55.4033,10
2.50.32.128/25,292223,290557,,0,0,,25.2639,55.3081,1
2.50.33.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.50.34.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.36.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.38.0/25,292932,290557,,0,0,,25.4111,55.4350,20
2.50.38.128/25,292223,290557,,0,0,,25.2639,55.3081,1
2.50.39.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.50.40.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.42.0/23,292223,290557,,0,0,,25.2639,55.3081,100
2.50.44.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.50.48.0/20,292223,290557,,0,0,,25.2639,55.3081,1
2.50.64.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.50.68.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.50.70.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.72.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.74.0/23,292968,290557,,0,0,,24.4667,54.3667,1
2.50.76.0/24,292223,290557,,0,0,,25.2639,55.3081,1
2.50.77.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.50.78.0/23,292223,290557,,0,0,,25.2639,55.3081,1
2.50.80.0/22,292223,290557,,0,0,,25.2639,55.3081,1
2.50.84.0/24,6691125,290557,,0,0,,25.3386,55.4222,10
2.50.85.0/24,292223,290557,,0,0,,25.2639,55.3081,10
2.50.86.0/24,290557,290557,,0,0,,24.0000,54.0000,1000
2.50.87.0/24,292672,290557,,0,0,,25.3573,55.4033,10
2.50.88.0/24,292878,290557,,0,0,,25.1164,56.3414,100
2.50.89.0/24,292223,290557,,0,0,,25.2639,55.3081,100
2.50.90.0/23,292223,290557,,0,0,,25.2639,55.3081,100
